iter,frames,agent_steps,episodes,wall_s,train_return_mean,greedy_score,pg_loss,v_loss,entropy,approx_kl,clipfrac
263,2162688,540672,497,1778.7,21.47,,-0.0362,0.0311,2.4868,0.01976,0.4639
264,2170880,542720,498,1784.0,21.41,,-0.0376,0.0348,2.448,0.01976,0.4567
265,2179072,544768,499,1789.4,21.53,,-0.0344,0.0353,2.4557,0.02192,0.4637
266,2187264,546816,499,1794.8,21.53,,-0.035,0.0339,2.4923,0.02172,0.4519
267,2195456,548864,502,1800.2,21.57,,-0.0365,0.0279,2.485,0.02013,0.4462
268,2203648,550912,504,1805.6,21.58,,-0.0368,0.0352,2.4433,0.01942,0.4613
269,2211840,552960,506,1810.9,21.49,,-0.036,0.0342,2.4377,0.02188,0.4447
270,2220032,555008,507,1816.3,21.51,,-0.0351,0.0347,2.4894,0.02079,0.4597
271,2228224,557056,511,1821.7,21.74,,-0.0368,0.0351,2.4937,0.01954,0.4265
272,2236416,559104,512,1827.1,21.74,,-0.0385,0.0358,2.4273,0.02179,0.489
273,2244608,561152,516,1832.5,21.66,,-0.0396,0.0332,2.4832,0.02342,0.4547
274,2252800,563200,516,1837.8,21.66,,-0.0371,0.0283,2.4745,0.02071,0.4673
275,2260992,565248,518,1843.2,21.7,,-0.0366,0.0302,2.5181,0.02112,0.4286
276,2269184,567296,521,1848.6,21.74,,-0.0378,0.0359,2.4606,0.02424,0.4635
277,2277376,569344,524,1854.0,21.65,,-0.0362,0.0319,2.5006,0.02069,0.4559
278,2285568,571392,525,1859.4,21.55,,-0.0331,0.0365,2.5007,0.02195,0.4797
279,2293760,573440,527,1864.8,21.53,,-0.036,0.0381,2.4282,0.0216,0.4792
280,2301952,575488,528,1870.2,21.67,,-0.0393,0.0385,2.4316,0.02123,0.4363
281,2310144,577536,529,1875.6,21.78,,-0.0369,0.0312,2.4299,0.02173,0.467
282,2318336,579584,531,1880.9,21.75,,-0.0368,0.0293,2.4607,0.02225,0.4524
283,2326528,581632,533,1886.3,21.7,,-0.0412,0.0355,2.4079,0.02199,0.4763
284,2334720,583680,537,1891.7,21.67,,-0.0319,0.0288,2.4628,0.01928,0.4673
285,2342912,585728,538,1897.1,21.72,,-0.0384,0.0326,2.4634,0.02012,0.4742
286,2351104,587776,542,1902.5,21.8,,-0.036,0.0341,2.4592,0.02123,0.4592
287,2359296,589824,544,1907.9,21.97,,-0.0378,0.0305,2.4722,0.02023,0.4702
288,2367488,591872,545,1913.2,21.94,,-0.0372,0.0339,2.4883,0.01802,0.4467
289,2375680,593920,548,1918.6,21.73,,-0.0374,0.0303,2.4588,0.01981,0.4708
290,2383872,595968,548,1924.0,21.73,,-0.037,0.0323,2.4369,0.01936,0.4521
291,2392064,598016,551,1929.4,21.6,,-0.0332,0.027,2.513,0.01897,0.4143
292,2400256,600064,555,1934.8,21.55,,-0.0341,0.0294,2.4703,0.01644,0.4294
293,2408448,602112,557,1940.2,21.43,,-0.0355,0.0341,2.4532,0.01628,0.442
294,2416640,604160,560,1945.5,21.18,,-0.0344,0.027,2.4429,0.01986,0.4778
295,2424832,606208,561,1950.9,21.16,,-0.0373,0.0305,2.4593,0.01852,0.4454
296,2433024,608256,564,1956.3,20.67,,-0.0373,0.0348,2.47,0.01752,0.442
297,2441216,610304,565,1961.7,20.68,,-0.035,0.0292,2.4733,0.01895,0.4561
298,2449408,612352,565,1967.1,20.68,,-0.0393,0.0281,2.4674,0.01816,0.4374
